ASV,zr2757_10V3V4,zr2757_1V3V4,zr2757_2V3V4,zr2757_3V3V4,zr2757_4V3V4,zr2757_5V3V4,zr2757_6V3V4,zr2757_7V3V4,zr2757_8V3V4,zr2757_9V3V4
ASV_1575,1,1,8,1,16,1,6,4,5,3
ASV_1576,0,4,8,7,14,3,0,2,6,2
ASV_1577,0,1,8,10,21,0,3,0,2,1
ASV_1578,0,0,16,0,0,2,1,0,12,15
ASV_1579,0,0,7,16,20,0,0,0,3,0
ASV_1580,0,0,7,0,0,4,20,0,4,11
ASV_1581,17,10,0,1,2,6,1,8,0,0
ASV_1582,16,0,4,0,3,4,8,7,2,1
ASV_1583,11,8,0,9,6,0,1,10,0,0
ASV_1584,11,3,2,0,4,2,4,10,2,7
ASV_1585,11,0,0,0,3,9,10,10,1,1
ASV_1586,11,2,2,0,3,7,7,12,0,1
ASV_1587,10,1,2,4,5,1,9,6,2,5
ASV_1588,9,8,0,4,4,2,12,6,0,0
ASV_1589,7,4,4,4,2,5,15,1,0,3
ASV_1590,7,0,3,0,7,12,2,9,3,2
ASV_1591,7,2,2,0,3,0,16,13,2,0
ASV_1592,6,1,2,1,4,12,0,10,0,9
ASV_1593,6,3,2,1,2,11,8,1,0,11
ASV_1594,6,12,4,1,3,1,3,4,3,8
ASV_1595,5,7,6,2,3,9,4,4,4,1
ASV_1596,5,0,8,0,8,7,6,5,3,3
ASV_1597,4,4,1,7,3,1,10,8,5,2
ASV_1598,4,0,1,3,3,5,9,3,15,2
ASV_1599,4,2,2,5,9,6,7,5,5,0
ASV_1600,3,3,1,7,19,3,0,8,0,1
ASV_1601,3,1,5,8,16,0,5,2,2,3
ASV_1602,2,0,5,0,9,10,3,4,10,2
ASV_1603,2,0,5,3,8,12,3,6,5,1
ASV_1604,1,5,7,9,12,1,2,3,3,2
ASV_1605,0,3,2,12,23,2,2,0,0,1
ASV_1606,0,1,11,1,3,2,6,2,16,3
ASV_1607,0,1,2,2,6,8,9,1,11,5
ASV_1608,0,0,16,1,1,0,0,0,17,10
ASV_1609,0,0,4,12,21,0,2,0,5,1
ASV_1610,0,0,2,10,32,0,0,0,0,1
ASV_1611,0,0,0,17,21,1,4,1,0,1
ASV_1612,19,3,0,0,0,0,2,20,0,0
ASV_1613,11,0,0,1,1,13,10,7,0,1
ASV_1614,11,4,1,1,2,8,2,8,6,1
ASV_1615,10,4,1,2,2,1,3,17,3,1
ASV_1616,9,5,1,9,12,0,1,6,1,0
ASV_1617,8,1,2,0,0,9,4,12,4,4
ASV_1618,8,2,1,1,4,1,1,22,3,1
ASV_1619,7,1,1,4,4,14,8,3,2,0
ASV_1620,7,0,0,7,21,0,2,7,0,0
ASV_1621,7,0,0,5,6,5,11,9,0,1
ASV_1622,6,3,5,4,16,4,1,4,1,0
ASV_1623,5,5,1,6,13,0,5,6,3,0
ASV_1624,3,2,3,7,24,1,3,1,0,0
ASV_1625,3,2,4,3,13,5,5,2,2,5
ASV_1626,2,0,1,11,18,2,2,5,2,1
ASV_1627,2,4,3,0,3,10,17,2,3,0
ASV_1628,2,5,1,8,27,0,0,1,0,0
ASV_1629,1,0,8,3,8,5,6,1,11,1
ASV_1630,0,3,7,8,8,3,5,2,3,5
ASV_1631,0,2,0,25,17,0,0,0,0,0
ASV_1632,0,1,7,9,11,1,12,0,3,0
ASV_1633,0,0,14,0,1,5,5,0,17,2
ASV_1634,0,0,13,0,4,2,1,1,14,9
ASV_1635,0,0,6,14,17,2,0,0,2,3
ASV_1636,0,0,6,0,3,14,7,0,11,3
ASV_1637,21,4,0,1,3,3,3,8,0,0
ASV_1638,20,2,0,0,0,1,5,15,0,0
ASV_1639,20,0,0,3,11,0,0,9,0,0
ASV_1640,19,0,6,0,2,4,1,8,3,0
ASV_1641,17,2,0,2,3,0,0,19,0,0
ASV_1642,16,0,0,0,2,5,2,18,0,0
ASV_1643,8,1,2,3,1,8,7,9,3,1
ASV_1644,8,5,2,0,2,5,3,11,3,4
ASV_1645,7,3,0,7,19,0,0,7,0,0
ASV_1646,7,10,1,5,9,1,6,3,0,1
ASV_1647,7,5,2,3,14,1,0,10,0,1
ASV_1648,6,6,2,2,4,7,3,9,3,1
ASV_1649,6,3,3,1,6,13,0,8,2,1
ASV_1650,6,4,3,7,12,1,2,4,0,4
ASV_1651,5,2,3,2,11,9,3,8,0,0
ASV_1652,5,2,4,5,1,15,2,4,2,3
ASV_1653,5,2,0,6,12,2,0,15,1,0
ASV_1654,5,2,0,12,15,0,0,9,0,0
ASV_1655,4,4,5,5,7,5,1,9,3,0
ASV_1656,4,0,1,7,11,1,10,8,0,1
ASV_1657,4,2,2,5,18,4,1,6,0,1
ASV_1658,4,3,5,9,13,1,3,5,0,0
ASV_1659,3,2,4,3,1,5,1,2,16,6
ASV_1660,2,9,0,7,17,2,3,3,0,0
ASV_1661,1,0,12,1,2,3,1,1,15,7
ASV_1662,0,8,1,18,8,3,3,0,1,1
ASV_1663,0,0,15,0,0,5,7,0,16,0
ASV_1664,0,0,9,0,5,7,5,1,13,3
ASV_1665,0,0,9,0,1,1,0,0,31,1
ASV_1666,0,0,3,0,0,17,17,0,1,5
ASV_1667,0,0,3,3,7,6,6,0,3,15
ASV_1668,19,3,1,0,6,0,0,11,1,1
ASV_1669,15,1,0,1,0,2,1,22,0,0
ASV_1670,14,3,0,0,1,0,0,22,2,0
ASV_1671,14,4,0,6,6,0,3,9,0,0
ASV_1672,11,5,2,2,4,5,3,6,2,2
ASV_1673,10,3,0,4,1,0,1,23,0,0
ASV_1674,9,2,1,10,7,4,3,3,2,1
ASV_1675,9,7,1,2,2,1,0,20,0,0
ASV_1676,8,0,0,0,1,30,1,2,0,0
ASV_1677,8,9,0,2,5,11,3,2,0,2
ASV_1678,8,2,0,7,19,0,1,5,0,0
ASV_1679,7,3,1,3,4,4,1,18,1,0
ASV_1680,6,0,0,12,12,2,1,4,5,0
ASV_1681,6,3,0,2,8,4,4,14,1,0
ASV_1682,5,6,0,0,2,17,0,12,0,0
ASV_1683,5,5,0,7,3,4,8,7,1,2
ASV_1684,4,1,4,0,1,2,7,9,9,5
ASV_1685,4,11,0,2,21,0,0,4,0,0
ASV_1686,4,6,3,1,5,4,10,4,1,4
ASV_1687,4,0,2,0,2,17,1,4,9,3
ASV_1688,4,2,5,5,8,3,6,4,5,0
ASV_1689,4,1,7,0,1,9,3,5,10,2
ASV_1690,3,1,6,1,0,1,4,15,11,0
ASV_1691,3,10,4,3,6,4,3,8,0,1
ASV_1692,1,0,1,0,0,32,3,1,4,0
ASV_1693,1,2,4,0,1,12,12,3,6,1
ASV_1694,1,4,3,2,1,14,7,3,1,6
ASV_1695,1,0,7,0,3,15,4,3,7,2
ASV_1696,0,1,17,2,3,0,4,0,10,5
ASV_1697,0,1,4,4,16,5,6,5,0,1
ASV_1698,0,0,22,1,6,0,1,0,6,6
ASV_1699,0,0,9,14,18,0,0,0,1,0
ASV_1700,0,0,5,11,15,7,0,1,1,2
ASV_1701,0,0,4,4,27,0,2,0,5,0
ASV_1702,0,0,3,1,5,12,5,1,9,6
ASV_1703,0,0,2,8,25,0,2,0,0,5
ASV_1704,0,0,2,0,9,15,5,2,3,6
ASV_1705,20,2,2,3,0,0,1,12,1,0
ASV_1706,18,0,0,2,3,0,1,15,2,0
ASV_1707,12,0,0,0,0,0,1,28,0,0
ASV_1708,10,2,9,1,1,4,1,10,3,0
ASV_1709,10,3,1,3,9,2,8,5,0,0
ASV_1710,10,2,1,3,1,6,3,6,2,7
ASV_1711,10,2,0,3,20,1,1,4,0,0
ASV_1712,9,0,2,0,1,10,5,5,6,3
ASV_1713,8,7,1,3,8,7,0,7,0,0
ASV_1714,7,5,0,7,16,0,0,5,1,0
ASV_1715,6,3,2,6,10,0,3,6,1,4
ASV_1716,6,1,0,8,10,3,4,3,4,2
ASV_1717,5,7,0,6,10,1,0,12,0,0
ASV_1718,4,6,0,12,7,0,0,9,3,0
ASV_1719,2,8,3,1,1,5,7,1,2,11
ASV_1720,1,7,7,4,13,1,4,4,0,0
ASV_1721,1,0,12,5,4,5,1,2,4,7
ASV_1722,0,5,16,1,2,2,3,7,2,3
ASV_1723,0,2,5,4,27,0,1,0,0,2
ASV_1724,0,2,7,1,24,0,3,0,3,1
ASV_1725,0,2,14,2,1,4,10,1,6,1
ASV_1726,0,1,6,7,19,3,1,0,1,3
ASV_1727,0,1,3,5,7,1,15,5,1,3
ASV_1728,0,0,8,2,2,2,6,1,19,1
ASV_1729,28,0,0,0,2,1,7,1,1,0
ASV_1730,20,2,2,2,1,0,0,13,0,0
ASV_1731,16,0,0,0,0,3,4,16,1,0
ASV_1732,13,1,0,0,1,0,0,25,0,0
ASV_1733,12,13,0,3,2,4,2,4,0,0
ASV_1734,12,1,0,2,7,5,2,6,4,1
ASV_1735,11,5,0,0,0,3,1,20,0,0
ASV_1736,8,5,1,4,7,0,5,6,1,3
ASV_1737,8,1,4,1,6,2,8,7,0,3
ASV_1738,7,4,0,0,2,14,0,11,1,1
ASV_1739,7,4,0,7,15,0,0,4,1,2
ASV_1740,7,3,2,3,5,8,1,5,2,4
ASV_1741,7,3,0,4,11,3,0,12,0,0
ASV_1742,6,2,0,13,14,0,0,5,0,0
ASV_1743,6,11,0,8,3,2,0,10,0,0
ASV_1744,6,3,1,1,11,1,2,13,1,1
ASV_1745,5,4,1,8,5,2,6,8,1,0
ASV_1746,4,4,2,5,9,4,3,9,0,0
ASV_1747,4,11,0,6,12,0,2,5,0,0
ASV_1748,3,0,1,1,12,7,0,7,7,2
ASV_1749,2,2,2,9,16,0,3,4,2,0
ASV_1750,1,1,3,7,12,4,0,0,8,4
ASV_1751,1,1,9,0,1,0,1,0,26,1
ASV_1752,0,1,1,4,23,0,7,2,1,1
ASV_1753,0,0,20,0,1,0,8,0,3,8
ASV_1754,0,0,8,2,3,3,4,1,14,5
ASV_1755,0,0,6,2,14,6,0,0,11,1
ASV_1756,0,0,5,5,3,1,16,0,5,5
ASV_1757,0,0,1,5,30,2,0,0,2,0
ASV_1758,18,3,0,2,0,0,0,16,0,0
ASV_1759,17,1,0,1,0,3,0,17,0,0
ASV_1760,16,0,0,0,2,8,2,11,0,0
ASV_1761,10,2,3,2,10,0,6,3,2,1
ASV_1762,10,3,0,0,0,6,3,17,0,0
ASV_1763,8,0,2,1,4,7,4,8,1,4
ASV_1764,7,4,2,5,4,1,3,11,2,0
ASV_1765,7,11,0,1,2,1,0,17,0,0
ASV_1766,7,0,0,0,8,9,1,12,2,0
ASV_1767,5,2,0,7,15,0,1,8,0,1
ASV_1768,4,2,1,4,7,3,8,5,1,4
ASV_1769,4,7,4,2,0,1,0,7,3,11
ASV_1770,4,0,2,0,1,2,0,16,11,3
ASV_1771,3,0,5,0,5,0,1,9,13,3
ASV_1772,3,0,5,4,5,2,7,0,8,5
ASV_1773,3,2,4,7,16,1,0,6,0,0
ASV_1774,3,0,7,1,3,2,0,2,15,6
ASV_1775,2,2,5,4,4,0,2,3,8,9
ASV_1776,2,4,0,0,6,15,2,7,3,0
ASV_1777,2,3,5,1,14,3,2,3,1,5
ASV_1778,1,4,14,1,5,5,3,0,5,1
ASV_1779,1,2,0,12,18,2,1,2,1,0
ASV_1780,1,1,3,9,19,1,4,0,0,1
ASV_1781,1,2,8,2,5,0,7,1,10,3
ASV_1782,1,0,0,3,35,0,0,0,0,0
ASV_1783,1,1,10,9,5,3,1,1,8,0
ASV_1784,0,2,12,2,2,0,1,3,12,5
ASV_1785,0,2,3,3,12,8,4,0,6,1
ASV_1786,0,2,2,8,16,5,2,0,4,0
ASV_1787,0,0,19,3,1,0,2,0,12,2
ASV_1788,0,0,0,3,1,29,6,0,0,0
ASV_1789,0,0,0,0,0,17,22,0,0,0
ASV_1790,21,6,2,1,2,1,2,3,0,0
ASV_1791,15,13,0,1,1,0,0,7,0,1
ASV_1792,13,0,1,0,0,0,0,24,0,0
ASV_1793,13,2,0,2,1,0,0,20,0,0
ASV_1794,12,3,1,0,1,5,2,13,1,0
ASV_1795,11,0,0,0,1,5,13,8,0,0
ASV_1796,8,3,0,0,0,2,3,22,0,0
ASV_1797,8,5,0,7,15,0,0,2,0,1
ASV_1798,7,0,0,0,1,0,0,29,1,0
ASV_1799,7,0,0,0,0,10,6,14,1,0
ASV_1800,6,3,1,3,11,1,1,10,2,0
ASV_1801,6,1,4,1,4,0,1,9,6,6
ASV_1802,6,2,4,2,4,7,3,8,1,1
ASV_1803,5,0,0,0,5,16,10,1,0,1
ASV_1804,5,1,1,7,2,10,4,8,0,0
ASV_1805,4,8,0,11,3,0,0,12,0,0
ASV_1806,4,1,6,2,6,5,2,2,1,9
ASV_1807,4,3,0,7,14,0,5,4,1,0
ASV_1808,4,1,2,4,9,7,2,9,0,0
ASV_1809,4,0,1,1,2,14,4,5,7,0
ASV_1810,3,2,0,0,0,11,4,12,3,3
ASV_1811,3,0,3,0,5,2,16,7,0,2
ASV_1812,3,0,10,0,0,7,0,6,9,3
ASV_1813,3,0,0,4,27,1,1,2,0,0
ASV_1814,3,1,2,6,17,2,0,3,1,3
ASV_1815,2,2,3,0,0,7,2,1,13,8
ASV_1816,2,3,2,4,22,0,0,0,4,1
ASV_1817,2,2,0,0,0,19,15,0,0,0
ASV_1818,2,8,7,2,14,0,1,0,3,1
ASV_1819,2,1,3,7,17,1,2,2,2,1
ASV_1820,2,7,0,4,16,0,0,9,0,0
ASV_1821,2,0,5,0,1,5,7,3,12,3
ASV_1822,2,5,2,6,4,0,13,3,0,3
ASV_1823,1,1,0,3,22,2,5,4,0,0
ASV_1824,1,0,1,7,6,2,14,0,6,1
ASV_1825,1,0,11,1,10,1,3,4,4,3
ASV_1826,1,0,10,0,1,10,3,1,8,4
ASV_1827,0,1,3,5,17,4,0,7,1,0
ASV_1828,0,0,11,0,0,0,6,0,15,6
ASV_1829,0,0,11,0,0,1,9,0,16,1
ASV_1830,0,0,10,0,1,10,7,1,5,4
ASV_1831,0,0,8,3,23,0,4,0,0,0
ASV_1832,0,0,1,8,21,0,6,1,0,1
ASV_1833,0,0,0,0,0,28,10,0,0,0
ASV_1834,25,0,0,1,1,0,8,2,0,0
ASV_1835,17,3,0,0,0,0,0,17,0,0
ASV_1836,17,6,0,0,0,0,0,14,0,0
ASV_1837,10,4,0,8,6,2,0,7,0,0
ASV_1838,9,1,9,1,0,4,0,11,2,0
ASV_1839,9,1,0,5,4,5,5,2,4,2
ASV_1840,7,0,6,0,0,15,5,0,3,1
ASV_1841,7,2,1,3,3,5,4,8,4,0
ASV_1842,7,2,4,9,8,1,1,2,1,2
ASV_1843,6,5,0,0,0,1,0,25,0,0
ASV_1844,6,7,0,6,9,0,1,7,0,1
ASV_1845,5,5,3,0,7,8,1,4,2,2
ASV_1846,5,4,3,0,1,0,5,16,2,1
ASV_1847,5,2,0,2,9,9,6,4,0,0
ASV_1848,5,6,6,2,8,0,1,7,1,1
ASV_1849,5,0,5,0,6,7,4,2,2,6
ASV_1850,5,10,1,0,3,4,1,3,4,6
ASV_1851,4,5,4,4,7,2,1,3,4,3
ASV_1852,4,2,1,7,17,2,2,2,0,0
ASV_1853,4,4,1,6,16,3,0,3,0,0
ASV_1854,4,20,0,0,0,0,0,13,0,0
ASV_1855,4,6,8,1,2,4,5,2,0,5
ASV_1856,4,1,1,2,7,13,2,3,3,1
ASV_1857,3,8,1,2,17,0,0,5,1,0
ASV_1858,3,3,8,1,7,1,2,6,6,0
ASV_1859,2,3,3,7,10,2,3,1,5,1
ASV_1860,2,0,2,2,13,7,3,3,1,4
ASV_1861,2,0,1,6,19,2,3,1,1,2
ASV_1862,2,3,0,0,14,5,2,9,2,0
ASV_1863,2,5,1,11,11,1,0,5,0,1
ASV_1864,2,2,1,2,4,1,23,2,0,0
ASV_1865,2,1,0,7,21,0,0,4,1,1
ASV_1866,1,0,0,5,1,2,20,6,0,2
ASV_1867,1,4,0,0,26,1,0,4,1,0
ASV_1868,0,3,13,1,6,1,7,2,0,4
ASV_1869,0,1,5,1,0,4,4,5,9,8
ASV_1870,0,0,19,0,1,0,3,0,7,7
ASV_1871,0,0,17,2,0,1,2,0,10,5
ASV_1872,0,0,6,2,4,0,10,1,5,9
ASV_1873,0,0,4,3,18,0,6,1,2,3
ASV_1874,19,2,0,0,0,2,0,13,0,0
ASV_1875,16,1,0,0,0,0,1,16,2,0
ASV_1876,13,7,0,2,4,2,2,6,0,0
ASV_1877,12,3,0,2,3,2,1,10,2,1
ASV_1878,11,2,0,0,8,1,1,12,1,0
ASV_1879,10,0,0,2,6,0,0,18,0,0
ASV_1880,9,10,0,0,0,1,1,15,0,0
ASV_1881,7,2,2,6,11,1,2,3,1,1
ASV_1882,5,2,6,2,3,0,1,4,6,7
ASV_1883,5,1,3,3,7,2,5,1,6,3
ASV_1884,5,12,0,5,3,3,2,5,0,1
ASV_1885,5,4,0,8,12,0,0,7,0,0
ASV_1886,4,3,0,1,1,1,16,8,2,0
ASV_1887,4,8,1,4,3,1,3,11,1,0
ASV_1888,4,2,4,0,0,6,7,1,9,3
ASV_1889,3,1,5,3,9,4,3,3,3,2
ASV_1890,3,1,0,6,15,0,4,6,1,0
ASV_1891,3,0,8,0,2,5,0,16,2,0
ASV_1892,3,4,1,16,11,0,1,0,0,0
ASV_1893,3,4,0,2,1,13,5,8,0,0
ASV_1894,2,3,6,5,1,0,9,4,1,5
ASV_1895,1,12,0,5,4,2,3,9,0,0
ASV_1896,1,1,0,0,0,17,16,1,0,0
ASV_1897,1,0,6,0,1,2,0,3,20,3
ASV_1898,1,1,4,0,0,16,3,1,7,3
ASV_1899,1,2,6,4,16,0,0,3,1,3
ASV_1900,1,4,4,0,2,6,3,13,3,0
ASV_1901,1,1,3,6,13,0,4,2,4,2
ASV_1902,0,3,1,3,8,0,6,3,7,5
ASV_1903,0,2,4,1,11,6,0,7,5,0
ASV_1904,0,1,11,1,2,0,0,3,15,3
ASV_1905,0,0,15,2,0,1,1,0,15,2
ASV_1906,0,0,12,0,0,2,5,0,17,0
ASV_1907,0,0,3,2,14,6,0,6,5,0
ASV_1908,18,3,0,3,2,0,0,9,0,0
ASV_1909,14,5,0,0,1,0,0,15,0,0
ASV_1910,13,2,0,0,0,1,0,19,0,0
ASV_1911,12,1,0,7,4,2,0,7,2,0
ASV_1912,9,3,0,0,0,0,0,23,0,0
ASV_1913,9,6,0,6,1,1,4,7,1,0
ASV_1914,8,3,2,0,2,0,2,15,0,3
ASV_1915,7,2,1,3,5,1,2,11,1,2
ASV_1916,7,2,2,1,2,7,1,6,7,0
ASV_1917,7,3,0,0,0,6,2,17,0,0
ASV_1918,6,2,1,3,8,0,3,10,1,1
ASV_1919,6,2,2,0,1,5,10,6,2,1
ASV_1920,5,1,2,0,3,9,9,3,2,1
ASV_1921,5,0,3,1,5,3,12,3,0,3
ASV_1922,5,2,2,1,5,7,4,9,0,0
ASV_1923,5,18,0,4,0,1,0,7,0,0
ASV_1924,5,2,0,0,16,0,0,8,4,0
ASV_1925,4,2,5,2,5,0,0,6,11,0
ASV_1926,3,1,0,0,0,5,0,26,0,0
ASV_1927,3,1,0,0,0,22,1,8,0,0
ASV_1928,3,2,0,2,5,4,11,7,1,0
ASV_1929,3,4,4,4,10,1,3,1,2,3
ASV_1930,3,4,1,0,23,1,0,3,0,0
ASV_1931,2,5,3,5,12,2,0,3,0,3
ASV_1932,2,2,0,1,6,9,9,5,1,0
ASV_1933,1,2,0,1,3,16,7,5,0,0
ASV_1934,1,0,6,2,9,13,0,2,2,0
ASV_1935,1,1,1,2,9,2,1,7,10,1
ASV_1936,1,0,1,4,22,3,4,0,0,0
ASV_1937,1,1,0,3,11,5,5,8,1,0
ASV_1938,1,0,6,1,10,1,5,2,5,4
ASV_1939,0,5,0,5,12,10,2,0,1,0
ASV_1940,0,2,7,5,12,3,1,0,1,4
ASV_1941,0,0,15,0,0,0,1,0,15,4
ASV_1942,0,0,13,2,4,0,0,0,9,7
ASV_1943,0,0,11,0,2,4,9,0,7,2
ASV_1944,0,0,7,0,2,7,5,1,13,0
ASV_1945,0,0,5,3,19,0,2,0,2,4
ASV_1946,0,0,2,3,7,5,8,0,10,0
ASV_1947,0,0,1,5,28,0,0,0,1,0
ASV_1948,18,1,0,0,0,0,0,15,0,0
ASV_1949,13,3,0,3,1,9,0,5,0,0
ASV_1950,13,2,4,0,0,1,2,5,6,1
ASV_1951,13,3,1,0,0,2,5,10,0,0
ASV_1952,12,1,1,3,3,1,3,10,0,0
ASV_1953,11,9,0,0,0,0,0,14,0,0
ASV_1954,10,0,4,4,1,0,1,13,0,1
ASV_1955,10,3,0,3,7,0,1,10,0,0
ASV_1956,9,0,0,0,0,12,1,12,0,0
ASV_1957,7,0,0,0,2,8,5,9,3,0
ASV_1958,7,5,0,2,5,5,2,6,0,2
ASV_1959,6,1,1,4,2,2,12,4,0,2
ASV_1960,5,3,3,5,10,0,0,5,1,2
ASV_1961,5,2,1,4,8,1,5,7,0,1
ASV_1962,3,1,3,0,6,0,4,6,9,2
ASV_1963,3,2,0,1,1,8,9,9,0,1
ASV_1964,3,0,11,1,1,13,1,1,1,2
ASV_1965,3,5,3,2,5,2,0,8,2,4
ASV_1966,3,9,3,3,0,0,6,1,1,8
ASV_1967,2,1,10,3,2,1,1,6,5,3
ASV_1968,2,7,1,9,7,2,3,0,0,3
ASV_1969,2,5,1,2,6,6,6,5,1,0
ASV_1970,1,4,8,4,7,0,3,3,1,3
ASV_1971,1,4,4,2,7,4,5,3,2,2
ASV_1972,1,0,0,19,12,0,0,2,0,0
ASV_1973,1,10,0,1,0,0,0,22,0,0
ASV_1974,1,3,2,13,9,0,0,3,2,1
ASV_1975,1,2,3,7,11,3,0,3,4,0
ASV_1976,1,4,1,10,10,1,0,3,3,1
ASV_1977,1,0,4,5,18,0,1,1,3,1
ASV_1978,0,9,2,2,2,8,3,2,3,3
ASV_1979,0,3,0,2,29,0,0,0,0,0
ASV_1980,0,1,1,3,1,2,19,2,0,5
ASV_1981,0,1,4,3,11,2,4,4,4,1
ASV_1982,0,1,8,0,3,6,3,0,10,3
ASV_1983,0,0,9,2,2,2,2,0,15,2
ASV_1984,0,0,9,1,13,1,3,0,7,0
ASV_1985,0,0,8,2,11,1,3,0,6,3
ASV_1986,0,0,7,0,1,0,0,0,23,3
ASV_1987,0,0,3,0,0,0,3,0,22,6
ASV_1988,0,0,1,4,14,4,3,1,3,4
ASV_1989,0,0,1,6,22,0,0,1,2,2
ASV_1990,0,0,0,11,18,3,2,0,0,0
ASV_1991,25,0,0,0,0,0,8,0,0,0
ASV_1992,24,0,0,0,1,0,6,1,1,0
ASV_1993,10,2,0,0,0,1,13,3,1,3
ASV_1994,7,3,2,3,7,0,0,8,2,1
ASV_1995,7,2,6,2,1,2,4,4,5,0
ASV_1996,6,6,0,2,4,3,0,12,0,0
ASV_1997,6,2,1,0,3,9,0,11,0,1
ASV_1998,6,1,2,5,5,7,3,4,0,0
ASV_1999,6,2,0,0,0,14,3,5,0,3
ASV_2000,5,2,0,13,8,0,0,5,0,0
ASV_2001,5,8,1,2,8,1,0,8,0,0
ASV_2002,5,0,4,0,1,1,12,1,3,6
ASV_2003,5,14,1,1,2,0,1,9,0,0
ASV_2004,5,3,2,2,3,5,3,3,5,2
ASV_2005,5,4,0,2,5,2,5,2,2,6
ASV_2006,4,0,1,4,6,5,7,4,0,2
ASV_2007,4,2,1,7,7,0,3,8,1,0
ASV_2008,3,2,1,0,6,2,2,7,10,0
ASV_2009,3,4,3,5,6,4,2,1,1,4
ASV_2010,3,5,7,3,5,1,4,2,2,1
ASV_2011,3,1,6,0,0,3,8,4,7,1
ASV_2012,3,0,2,1,3,4,4,14,1,1
ASV_2013,2,0,5,2,7,5,2,3,6,1
ASV_2014,2,20,0,2,1,1,1,6,0,0
ASV_2015,2,0,3,0,0,2,9,4,11,2
ASV_2016,2,7,0,0,2,3,3,16,0,0
ASV_2017,2,0,2,4,4,9,3,2,3,4
ASV_2018,1,1,0,6,19,1,2,3,0,0
ASV_2019,1,4,6,1,7,5,1,6,1,1
ASV_2020,1,0,1,0,0,15,9,2,2,3
ASV_2021,1,1,4,1,12,1,5,1,5,2
ASV_2022,1,1,0,6,20,2,1,0,0,2
ASV_2023,0,6,0,2,3,9,8,5,0,0
ASV_2024,0,2,1,9,18,0,2,1,0,0
ASV_2025,0,1,5,0,0,16,5,0,3,3
ASV_2026,0,0,18,0,0,0,0,0,6,9
ASV_2027,0,0,10,2,15,0,0,0,3,3
ASV_2028,0,0,9,0,3,4,1,0,12,4
ASV_2029,0,0,4,7,16,0,1,0,3,2
ASV_2030,0,0,1,6,21,1,2,0,2,0
ASV_2031,0,0,1,10,14,0,0,0,8,0
ASV_2032,16,0,2,0,1,1,0,8,1,3
ASV_2033,11,2,2,0,0,0,0,16,1,0
ASV_2034,11,6,0,2,0,5,0,8,0,0
ASV_2035,11,2,0,0,0,0,12,7,0,0
ASV_2036,10,2,1,1,2,2,3,4,2,5
ASV_2037,7,4,1,0,4,5,2,9,0,0
ASV_2038,7,1,1,5,5,2,1,7,3,0
ASV_2039,6,2,2,0,1,6,5,7,3,0
ASV_2040,5,3,6,2,5,0,4,2,5,0
ASV_2041,5,3,2,3,5,6,1,5,2,0
ASV_2042,5,1,1,4,14,3,0,3,1,0
ASV_2043,5,0,2,0,3,10,1,11,0,0
ASV_2044,5,3,1,2,4,3,3,11,0,0
ASV_2045,5,1,1,1,4,5,0,15,0,0
ASV_2046,4,1,4,0,2,1,1,1,16,2
ASV_2047,4,3,2,1,6,10,0,5,1,0
ASV_2048,4,0,6,2,5,2,2,3,5,3
ASV_2049,4,2,2,0,5,4,7,7,1,0
ASV_2050,4,2,3,8,4,5,2,3,1,0
ASV_2051,3,1,2,3,3,5,7,4,4,0
ASV_2052,3,2,0,8,6,2,0,8,2,1
ASV_2053,3,4,0,6,11,0,0,8,0,0
ASV_2054,3,1,1,1,0,11,2,5,8,0
ASV_2055,3,3,3,6,11,0,3,2,0,1
ASV_2056,2,7,0,4,8,0,4,4,2,1
ASV_2057,2,5,0,14,11,0,0,0,0,0
ASV_2058,2,6,0,9,13,0,0,2,0,0
ASV_2059,1,0,5,0,0,22,4,0,0,0
ASV_2060,1,2,0,4,14,3,2,3,1,2
ASV_2061,1,0,9,0,6,8,5,0,3,0
ASV_2062,1,2,1,0,0,4,11,13,0,0
ASV_2063,0,1,4,6,7,4,0,0,9,1
ASV_2064,0,0,7,0,0,0,0,0,22,3
ASV_2065,0,0,3,0,0,0,3,0,17,9
ASV_2066,0,0,3,0,2,4,5,7,10,1
ASV_2067,0,0,0,20,12,0,0,0,0,0
ASV_2068,0,0,0,16,15,0,1,0,0,0
ASV_2069,0,0,0,1,2,3,26,0,0,0
ASV_2070,12,0,1,0,0,3,1,10,3,1
ASV_2071,11,0,2,0,0,1,0,16,1,0
ASV_2072,10,3,1,2,4,0,7,3,1,0
ASV_2073,10,6,0,4,3,0,0,7,1,0
ASV_2074,10,3,3,4,2,0,0,9,0,0
ASV_2075,9,4,1,3,0,1,8,5,0,0
ASV_2076,8,5,1,2,5,1,0,8,1,0
ASV_2077,7,0,0,1,0,3,12,8,0,0
ASV_2078,7,1,0,4,11,2,1,4,0,1
ASV_2079,7,1,4,3,5,3,4,3,0,1
ASV_2080,7,4,0,15,4,0,0,1,0,0
ASV_2081,6,7,0,0,5,2,1,9,0,1
ASV_2082,6,3,8,2,4,0,2,1,4,1
ASV_2083,6,2,0,6,16,0,1,0,0,0
ASV_2084,6,1,3,3,2,2,0,9,2,3
ASV_2085,6,0,0,3,4,9,1,8,0,0
ASV_2086,5,4,3,2,4,10,3,0,0,0
ASV_2087,5,7,0,7,6,0,0,3,0,3
ASV_2088,5,5,0,0,15,0,0,6,0,0
